"Master_Incident_Number2","Date","Time_First_Unit_Assigned","All_Calls","Unit_Assigned","Stop","Arrest","year"
"210617SA00119",2021-06-17,NA,"All Calls",NA,NA,NA,2021
"210617SA00401",2021-06-17,NA,"All Calls",NA,NA,NA,2021
"210617SA00420",2021-06-17,NA,"All Calls",NA,NA,NA,2021
"210617SA00679",2021-06-17,NA,"All Calls",NA,NA,NA,2021
"210617SA00805",2021-06-17,NA,"All Calls",NA,NA,NA,2021
"210617SA01064",2021-06-17,NA,"All Calls",NA,NA,NA,2021
"210617SA01112",2021-06-17,NA,"All Calls",NA,NA,NA,2021
"210617SA01134",2021-06-17,NA,"All Calls",NA,NA,NA,2021
"210617SA01155",2021-06-17,NA,"All Calls",NA,NA,NA,2021
"210617SA01248",2021-06-17,NA,"All Calls",NA,NA,NA,2021
"210617SA01337",2021-06-17,NA,"All Calls",NA,NA,NA,2021
"210617SA01375",2021-06-17,NA,"All Calls",NA,NA,NA,2021
"210617SA01380",2021-06-17,NA,"All Calls",NA,NA,NA,2021
"210617SA01415",2021-06-17,NA,"All Calls",NA,NA,NA,2021
"210617SA01423",2021-06-17,2021-06-17,"All Calls","Unit Assigned","Stop",NA,2021
"210617SA01425",2021-06-17,NA,"All Calls",NA,NA,NA,2021
"210617SA01448",2021-06-17,NA,"All Calls",NA,NA,NA,2021
"210617SA01518",2021-06-17,NA,"All Calls",NA,NA,NA,2021
"210617SA01579",2021-06-17,NA,"All Calls",NA,NA,NA,2021
"210617SA01617",2021-06-17,2021-06-17,"All Calls","Unit Assigned",NA,NA,2021
"210617SA01622",2021-06-17,2021-06-17,"All Calls","Unit Assigned",NA,NA,2021
"210617SA01625",2021-06-17,NA,"All Calls",NA,NA,NA,2021
"210617SA01632",2021-06-17,NA,"All Calls",NA,NA,NA,2021
"210617SA01662",2021-06-17,NA,"All Calls",NA,NA,NA,2021
"210617SA01686",2021-06-17,NA,"All Calls",NA,NA,NA,2021
"210617SA01689",2021-06-17,NA,"All Calls",NA,NA,NA,2021
"210617SA01693",2021-06-17,NA,"All Calls",NA,NA,NA,2021
"210617SA01713",2021-06-17,NA,"All Calls",NA,NA,NA,2021
"210617SA01712",2021-06-17,NA,"All Calls",NA,NA,NA,2021
"210617SA01727",2021-06-17,NA,"All Calls",NA,NA,NA,2021
"210617SA01775",2021-06-17,NA,"All Calls",NA,NA,NA,2021
"210617SA01813",2021-06-17,NA,"All Calls",NA,NA,NA,2021
"210618SA00021",2021-06-18,NA,"All Calls",NA,NA,NA,2021
"210618SA00036",2021-06-18,NA,"All Calls",NA,NA,NA,2021
"210618SA00041",2021-06-18,NA,"All Calls",NA,NA,NA,2021
"210618SA00201",2021-06-18,NA,"All Calls",NA,NA,NA,2021
"210618SA00281",2021-06-18,NA,"All Calls",NA,NA,NA,2021
"210618SA00594",2021-06-18,NA,"All Calls",NA,NA,NA,2021
"210618SA00612",2021-06-18,NA,"All Calls",NA,NA,NA,2021
"210618SA00626",2021-06-18,NA,"All Calls",NA,NA,NA,2021
"210618SA00676",2021-06-18,NA,"All Calls",NA,NA,NA,2021
"210618SA00810",2021-06-18,NA,"All Calls",NA,NA,NA,2021
"210618SA00937",2021-06-18,NA,"All Calls",NA,NA,NA,2021
"210618SA00983",2021-06-18,NA,"All Calls",NA,NA,NA,2021
"210618SA01027",2021-06-18,NA,"All Calls",NA,NA,NA,2021
"210618SA01047",2021-06-18,NA,"All Calls",NA,NA,NA,2021
"210618SA01180",2021-06-18,2021-06-18,"All Calls","Unit Assigned",NA,NA,2021
"210618SA01397",2021-06-18,NA,"All Calls",NA,NA,NA,2021
"210618SA01547",2021-06-18,NA,"All Calls",NA,NA,NA,2021
"210618SA01605",2021-06-18,2021-06-18,"All Calls","Unit Assigned",NA,NA,2021
"210618SA01661",2021-06-18,NA,"All Calls",NA,NA,NA,2021
"210618SA01713",2021-06-18,NA,"All Calls",NA,NA,NA,2021
"210618SA01728",2021-06-18,NA,"All Calls",NA,NA,NA,2021
"210618SA01717",2021-06-18,NA,"All Calls",NA,NA,NA,2021
"210618SA01734",2021-06-18,NA,"All Calls",NA,NA,NA,2021
"210618SA01742",2021-06-18,NA,"All Calls",NA,NA,NA,2021
"210618SA01796",2021-06-18,NA,"All Calls",NA,NA,NA,2021
"210618SA01799",2021-06-18,2021-06-18,"All Calls","Unit Assigned",NA,NA,2021
"210618SA01829",2021-06-18,NA,"All Calls",NA,NA,NA,2021
"210618SA01869",2021-06-18,2021-06-18,"All Calls","Unit Assigned",NA,NA,2021
"210618SA01887",2021-06-18,NA,"All Calls",NA,NA,NA,2021
"210618SA01890",2021-06-18,NA,"All Calls",NA,NA,NA,2021
"210618SA01900",2021-06-18,NA,"All Calls",NA,NA,NA,2021
"210618SA01905",2021-06-18,NA,"All Calls",NA,NA,NA,2021
"210618SA01911",2021-06-18,NA,"All Calls",NA,NA,NA,2021
"210619SA00011",2021-06-19,NA,"All Calls",NA,NA,NA,2021
"210619SA00019",2021-06-19,NA,"All Calls",NA,NA,NA,2021
"210619SA00023",2021-06-19,NA,"All Calls",NA,NA,NA,2021
"210619SA00030",2021-06-19,NA,"All Calls",NA,NA,NA,2021
"210619SA00031",2021-06-19,NA,"All Calls",NA,NA,NA,2021
"210619SA00033",2021-06-19,NA,"All Calls",NA,NA,NA,2021
"210619SA00041",2021-06-19,NA,"All Calls",NA,NA,NA,2021
"210619SA00043",2021-06-19,NA,"All Calls",NA,NA,NA,2021
"210619SA00048",2021-06-19,NA,"All Calls",NA,NA,NA,2021
"210619SA00094",2021-06-19,NA,"All Calls",NA,NA,NA,2021
"210619SA00096",2021-06-19,NA,"All Calls",NA,NA,NA,2021
"210619SA00119",2021-06-19,NA,"All Calls",NA,NA,NA,2021
"210619SA00133",2021-06-19,NA,"All Calls",NA,NA,NA,2021
"210619SA00152",2021-06-19,NA,"All Calls",NA,NA,NA,2021
"210619SA00215",2021-06-19,NA,"All Calls",NA,NA,NA,2021
"210619SA00235",2021-06-19,NA,"All Calls",NA,NA,NA,2021
"210619SA00356",2021-06-19,NA,"All Calls",NA,NA,NA,2021
"210619SA00418",2021-06-19,NA,"All Calls",NA,NA,NA,2021
"210619SA00440",2021-06-19,NA,"All Calls",NA,NA,NA,2021
"210619SA00496",2021-06-19,NA,"All Calls",NA,NA,NA,2021
"210619SA00626",2021-06-19,NA,"All Calls",NA,NA,NA,2021
"210619SA00638",2021-06-19,NA,"All Calls",NA,NA,NA,2021
"210619SA00775",2021-06-19,NA,"All Calls",NA,NA,NA,2021
"210619SA00781",2021-06-19,NA,"All Calls",NA,NA,NA,2021
"210619SA00802",2021-06-19,NA,"All Calls",NA,NA,NA,2021
"210619SA00821",2021-06-19,NA,"All Calls",NA,NA,NA,2021
"210619SA00824",2021-06-19,2021-06-19,"All Calls","Unit Assigned","Stop",NA,2021
"210619SA00868",2021-06-19,NA,"All Calls",NA,NA,NA,2021
"210619SA01078",2021-06-19,NA,"All Calls",NA,NA,NA,2021
"210619SA01087",2021-06-19,NA,"All Calls",NA,NA,NA,2021
"210619SA01093",2021-06-19,NA,"All Calls",NA,NA,NA,2021
"210619SA01106",2021-06-19,NA,"All Calls",NA,NA,NA,2021
"210619SA01164",2021-06-19,NA,"All Calls",NA,NA,NA,2021
"210619SA01184",2021-06-19,NA,"All Calls",NA,NA,NA,2021
"210619SA01210",2021-06-19,NA,"All Calls",NA,NA,NA,2021
"210619SA01213",2021-06-19,NA,"All Calls",NA,NA,NA,2021
"210619SA01361",2021-06-19,2021-06-19,"All Calls","Unit Assigned",NA,NA,2021
"210619SA01371",2021-06-19,NA,"All Calls",NA,NA,NA,2021
"210619SA01390",2021-06-19,NA,"All Calls",NA,NA,NA,2021
"210619SA01407",2021-06-19,NA,"All Calls",NA,NA,NA,2021
"210619SA01408",2021-06-19,NA,"All Calls",NA,NA,NA,2021
"210619SA01469",2021-06-19,NA,"All Calls",NA,NA,NA,2021
"210619SA01519",2021-06-19,NA,"All Calls",NA,NA,NA,2021
"210619SA01528",2021-06-19,NA,"All Calls",NA,NA,NA,2021
"210619SA01534",2021-06-19,NA,"All Calls",NA,NA,NA,2021
"210619SA01545",2021-06-19,NA,"All Calls",NA,NA,NA,2021
"210619SA01571",2021-06-19,NA,"All Calls",NA,NA,NA,2021
"210619SA01580",2021-06-19,2021-06-19,"All Calls","Unit Assigned",NA,NA,2021
"210619SA01583",2021-06-19,NA,"All Calls",NA,NA,NA,2021
"210619SA01638",2021-06-19,NA,"All Calls",NA,NA,NA,2021
"210619SA01645",2021-06-19,NA,"All Calls",NA,NA,NA,2021
"210620SA00001",2021-06-19,NA,"All Calls",NA,NA,NA,2021
"210620SA00056",2021-06-20,NA,"All Calls",NA,NA,NA,2021
"210620SA00075",2021-06-20,NA,"All Calls",NA,NA,NA,2021
"210620SA00109",2021-06-20,NA,"All Calls",NA,NA,NA,2021
"210620SA00139",2021-06-20,NA,"All Calls",NA,NA,NA,2021
"210620SA00149",2021-06-20,2021-06-20,"All Calls","Unit Assigned","Stop",NA,2021
"210620SA00154",2021-06-20,NA,"All Calls",NA,NA,NA,2021
"210620SA00173",2021-06-20,NA,"All Calls",NA,NA,NA,2021
"210620SA00187",2021-06-20,NA,"All Calls",NA,NA,NA,2021
"210620SA00207",2021-06-20,NA,"All Calls",NA,NA,NA,2021
"210620SA00208",2021-06-20,NA,"All Calls",NA,NA,NA,2021
"210620SA00230",2021-06-20,NA,"All Calls",NA,NA,NA,2021
"210620SA00333",2021-06-20,NA,"All Calls",NA,NA,NA,2021
"210620SA00382",2021-06-20,NA,"All Calls",NA,NA,NA,2021
"210620SA00442",2021-06-20,NA,"All Calls",NA,NA,NA,2021
"210620SA00478",2021-06-20,NA,"All Calls",NA,NA,NA,2021
"210620SA00497",2021-06-20,NA,"All Calls",NA,NA,NA,2021
"210620SA00534",2021-06-20,NA,"All Calls",NA,NA,NA,2021
"210620SA00551",2021-06-20,NA,"All Calls",NA,NA,NA,2021
"210620SA00666",2021-06-20,NA,"All Calls",NA,NA,NA,2021
"210620SA00685",2021-06-20,NA,"All Calls",NA,NA,NA,2021
"210620SA00762",2021-06-20,NA,"All Calls",NA,NA,NA,2021
"210620SA00790",2021-06-20,NA,"All Calls",NA,NA,NA,2021
"210620SA00909",2021-06-20,NA,"All Calls",NA,NA,NA,2021
"210620SA00995",2021-06-20,2021-06-20,"All Calls","Unit Assigned",NA,NA,2021
"210620SA00992",2021-06-20,NA,"All Calls",NA,NA,NA,2021
"210620SA01100",2021-06-20,NA,"All Calls",NA,NA,NA,2021
"210620SA01136",2021-06-20,NA,"All Calls",NA,NA,NA,2021
"210620SA01164",2021-06-20,2021-06-20,"All Calls","Unit Assigned","Stop",NA,2021
"210620SA01169",2021-06-20,NA,"All Calls",NA,NA,NA,2021
"210620SA01191",2021-06-20,NA,"All Calls",NA,NA,NA,2021
"210620SA01196",2021-06-20,NA,"All Calls",NA,NA,NA,2021
"210620SA01199",2021-06-20,2021-06-20,"All Calls","Unit Assigned","Stop","Arrest",2021
"210620SA01201",2021-06-20,NA,"All Calls",NA,NA,NA,2021
"210620SA01221",2021-06-20,NA,"All Calls",NA,NA,NA,2021
"210620SA01232",2021-06-20,2021-06-20,"All Calls","Unit Assigned",NA,NA,2021
"210620SA01274",2021-06-20,NA,"All Calls",NA,NA,NA,2021
"210620SA01302",2021-06-20,NA,"All Calls",NA,NA,NA,2021
"210620SA01331",2021-06-20,NA,"All Calls",NA,NA,NA,2021
"210620SA01379",2021-06-20,NA,"All Calls",NA,NA,NA,2021
"210620SA01393",2021-06-20,2021-06-20,"All Calls","Unit Assigned",NA,NA,2021
"210620SA01397",2021-06-20,NA,"All Calls",NA,NA,NA,2021
"210620SA01419",2021-06-20,2021-06-20,"All Calls","Unit Assigned",NA,NA,2021
"210620SA01422",2021-06-20,NA,"All Calls",NA,NA,NA,2021
"210620SA01440",2021-06-20,NA,"All Calls",NA,NA,NA,2021
"210620SA01476",2021-06-20,NA,"All Calls",NA,NA,NA,2021
"210620SA01492",2021-06-20,NA,"All Calls",NA,NA,NA,2021
"210620SA01500",2021-06-20,NA,"All Calls",NA,NA,NA,2021
"210621SA00057",2021-06-21,NA,"All Calls",NA,NA,NA,2021
"210621SA00138",2021-06-21,NA,"All Calls",NA,NA,NA,2021
"210621SA00163",2021-06-21,NA,"All Calls",NA,NA,NA,2021
"210621SA00164",2021-06-21,NA,"All Calls",NA,NA,NA,2021
"210621SA00348",2021-06-21,NA,"All Calls",NA,NA,NA,2021
"210621SA00409",2021-06-21,NA,"All Calls",NA,NA,NA,2021
"210621SA00486",2021-06-21,NA,"All Calls",NA,NA,NA,2021
"210621SA00628",2021-06-21,NA,"All Calls",NA,NA,NA,2021
"210621SA00885",2021-06-21,NA,"All Calls",NA,NA,NA,2021
"210621SA00940",2021-06-21,NA,"All Calls",NA,NA,NA,2021
"210621SA00962",2021-06-21,NA,"All Calls",NA,NA,NA,2021
"210621SA01020",2021-06-21,NA,"All Calls",NA,NA,NA,2021
"210621SA01113",2021-06-21,NA,"All Calls",NA,NA,NA,2021
"210621SA01137",2021-06-21,NA,"All Calls",NA,NA,NA,2021
"210621SA01144",2021-06-21,NA,"All Calls",NA,NA,NA,2021
"210621SA01206",2021-06-21,NA,"All Calls",NA,NA,NA,2021
"210621SA01210",2021-06-21,NA,"All Calls",NA,NA,NA,2021
"210621SA01271",2021-06-21,NA,"All Calls",NA,NA,NA,2021
"210621SA01283",2021-06-21,NA,"All Calls",NA,NA,NA,2021
"210621SA01287",2021-06-21,NA,"All Calls",NA,NA,NA,2021
"210621SA01291",2021-06-21,NA,"All Calls",NA,NA,NA,2021
"210621SA01306",2021-06-21,NA,"All Calls",NA,NA,NA,2021
"210621SA01310",2021-06-21,NA,"All Calls",NA,NA,NA,2021
"210621SA01336",2021-06-21,NA,"All Calls",NA,NA,NA,2021
"210621SA01398",2021-06-21,NA,"All Calls",NA,NA,NA,2021
"210621SA01410",2021-06-21,NA,"All Calls",NA,NA,NA,2021
"210621SA01485",2021-06-21,NA,"All Calls",NA,NA,NA,2021
"210621SA01486",2021-06-21,NA,"All Calls",NA,NA,NA,2021
"210622SA00071",2021-06-22,NA,"All Calls",NA,NA,NA,2021
"210622SA00074",2021-06-22,NA,"All Calls",NA,NA,NA,2021
"210622SA00079",2021-06-22,NA,"All Calls",NA,NA,NA,2021
"210622SA00137",2021-06-22,NA,"All Calls",NA,NA,NA,2021
"210622SA00142",2021-06-22,2021-06-22,"All Calls","Unit Assigned",NA,NA,2021
"210622SA00240",2021-06-22,NA,"All Calls",NA,NA,NA,2021
"210622SA00293",2021-06-22,NA,"All Calls",NA,NA,NA,2021
"210622SA00720",2021-06-22,NA,"All Calls",NA,NA,NA,2021
"210622SA00736",2021-06-22,NA,"All Calls",NA,NA,NA,2021
"210622SA00847",2021-06-22,2021-06-22,"All Calls","Unit Assigned",NA,NA,2021
"210622SA00850",2021-06-22,NA,"All Calls",NA,NA,NA,2021
"210622SA00964",2021-06-22,NA,"All Calls",NA,NA,NA,2021
"210622SA00978",2021-06-22,NA,"All Calls",NA,NA,NA,2021
"210622SA01065",2021-06-22,NA,"All Calls",NA,NA,NA,2021
"210622SA01074",2021-06-22,NA,"All Calls",NA,NA,NA,2021
"210622SA01160",2021-06-22,2021-06-22,"All Calls","Unit Assigned",NA,NA,2021
"210622SA01195",2021-06-22,NA,"All Calls",NA,NA,NA,2021
"210622SA01256",2021-06-22,NA,"All Calls",NA,NA,NA,2021
"210622SA01293",2021-06-22,2021-06-22,"All Calls","Unit Assigned",NA,NA,2021
"210622SA01401",2021-06-22,NA,"All Calls",NA,NA,NA,2021
"210622SA01405",2021-06-22,NA,"All Calls",NA,NA,NA,2021
"210622SA01410",2021-06-22,NA,"All Calls",NA,NA,NA,2021
"210622SA01448",2021-06-22,NA,"All Calls",NA,NA,NA,2021
"210623SA00130",2021-06-23,NA,"All Calls",NA,NA,NA,2021
"210623SA00303",2021-06-23,NA,"All Calls",NA,NA,NA,2021
"210623SA00496",2021-06-23,NA,"All Calls",NA,NA,NA,2021
"210623SA00718",2021-06-23,NA,"All Calls",NA,NA,NA,2021
"210623SA00719",2021-06-23,NA,"All Calls",NA,NA,NA,2021
"210623SA00832",2021-06-23,NA,"All Calls",NA,NA,NA,2021
"210623SA00946",2021-06-23,NA,"All Calls",NA,NA,NA,2021
"210623SA01025",2021-06-23,NA,"All Calls",NA,NA,NA,2021
"210623SA01032",2021-06-23,NA,"All Calls",NA,NA,NA,2021
"210623SA01087",2021-06-23,NA,"All Calls",NA,NA,NA,2021
"210623SA01178",2021-06-23,NA,"All Calls",NA,NA,NA,2021
"210623SA01229",2021-06-23,NA,"All Calls",NA,NA,NA,2021
"210623SA01299",2021-06-23,NA,"All Calls",NA,NA,NA,2021
"210623SA01301",2021-06-23,NA,"All Calls",NA,NA,NA,2021
"210623SA01310",2021-06-23,NA,"All Calls",NA,NA,NA,2021
"210623SA01345",2021-06-23,NA,"All Calls",NA,NA,NA,2021
"210623SA01379",2021-06-23,NA,"All Calls",NA,NA,NA,2021
"210623SA01384",2021-06-23,NA,"All Calls",NA,NA,NA,2021
"210623SA01396",2021-06-23,NA,"All Calls",NA,NA,NA,2021
"210624SA00007",2021-06-24,NA,"All Calls",NA,NA,NA,2021
"210624SA00040",2021-06-24,NA,"All Calls",NA,NA,NA,2021
"210624SA00046",2021-06-24,NA,"All Calls",NA,NA,NA,2021
"210624SA00089",2021-06-24,NA,"All Calls",NA,NA,NA,2021
"210624SA00106",2021-06-24,NA,"All Calls",NA,NA,NA,2021
"210624SA00137",2021-06-24,NA,"All Calls",NA,NA,NA,2021
"210624SA00492",2021-06-24,NA,"All Calls",NA,NA,NA,2021
"210624SA00497",2021-06-24,NA,"All Calls",NA,NA,NA,2021
"210624SA00654",2021-06-24,NA,"All Calls",NA,NA,NA,2021
"210624SA00656",2021-06-24,NA,"All Calls",NA,NA,NA,2021
"210624SA00687",2021-06-24,NA,"All Calls",NA,NA,NA,2021
"210624SA00900",2021-06-24,NA,"All Calls",NA,NA,NA,2021
"210624SA00947",2021-06-24,NA,"All Calls",NA,NA,NA,2021
"210624SA00965",2021-06-24,NA,"All Calls",NA,NA,NA,2021
"210624SA00974",2021-06-24,NA,"All Calls",NA,NA,NA,2021
"210624SA01002",2021-06-24,NA,"All Calls",NA,NA,NA,2021
"210624SA01018",2021-06-24,NA,"All Calls",NA,NA,NA,2021
"210624SA01021",2021-06-24,NA,"All Calls",NA,NA,NA,2021
"210624SA01093",2021-06-24,2021-06-24,"All Calls","Unit Assigned",NA,NA,2021
"210624SA01095",2021-06-24,NA,"All Calls",NA,NA,NA,2021
"210624SA01104",2021-06-24,NA,"All Calls",NA,NA,NA,2021
"210624SA01148",2021-06-24,NA,"All Calls",NA,NA,NA,2021
"210624SA01181",2021-06-24,NA,"All Calls",NA,NA,NA,2021
"210624SA01246",2021-06-24,NA,"All Calls",NA,NA,NA,2021
"210624SA01264",2021-06-24,2021-06-24,"All Calls","Unit Assigned","Stop",NA,2021
"210624SA01319",2021-06-24,NA,"All Calls",NA,NA,NA,2021
"210624SA01321",2021-06-24,NA,"All Calls",NA,NA,NA,2021
"210624SA01345",2021-06-24,NA,"All Calls",NA,NA,NA,2021
"210624SA01368",2021-06-24,NA,"All Calls",NA,NA,NA,2021
"210624SA01384",2021-06-24,NA,"All Calls",NA,NA,NA,2021
"210624SA01424",2021-06-24,NA,"All Calls",NA,NA,NA,2021
"210624SA01443",2021-06-24,NA,"All Calls",NA,NA,NA,2021
"210624SA01453",2021-06-24,NA,"All Calls",NA,NA,NA,2021
"210625SA00062",2021-06-25,2021-06-25,"All Calls","Unit Assigned",NA,NA,2021
"210625SA00067",2021-06-25,2021-06-25,"All Calls","Unit Assigned",NA,NA,2021
"210625SA00073",2021-06-25,NA,"All Calls",NA,NA,NA,2021
"210625SA00155",2021-06-25,NA,"All Calls",NA,NA,NA,2021
"210625SA00177",2021-06-25,2021-06-25,"All Calls","Unit Assigned","Stop",NA,2021
"210625SA00192",2021-06-25,NA,"All Calls",NA,NA,NA,2021
"210625SA00322",2021-06-25,NA,"All Calls",NA,NA,NA,2021
"210625SA00465",2021-06-25,NA,"All Calls",NA,NA,NA,2021
"210625SA00524",2021-06-25,NA,"All Calls",NA,NA,NA,2021
"210625SA00654",2021-06-25,NA,"All Calls",NA,NA,NA,2021
"210625SA00672",2021-06-25,NA,"All Calls",NA,NA,NA,2021
"210625SA00687",2021-06-25,NA,"All Calls",NA,NA,NA,2021
"210625SA00694",2021-06-25,NA,"All Calls",NA,NA,NA,2021
"210625SA00803",2021-06-25,NA,"All Calls",NA,NA,NA,2021
"210625SA00812",2021-06-25,NA,"All Calls",NA,NA,NA,2021
"210625SA00930",2021-06-25,NA,"All Calls",NA,NA,NA,2021
"210625SA00942",2021-06-25,NA,"All Calls",NA,NA,NA,2021
"210625SA00943",2021-06-25,NA,"All Calls",NA,NA,NA,2021
"210625SA01017",2021-06-25,NA,"All Calls",NA,NA,NA,2021
"210625SA01126",2021-06-25,NA,"All Calls",NA,NA,NA,2021
"210625SA01150",2021-06-25,NA,"All Calls",NA,NA,NA,2021
"210625SA01204",2021-06-25,NA,"All Calls",NA,NA,NA,2021
"210625SA01337",2021-06-25,NA,"All Calls",NA,NA,NA,2021
"210625SA01352",2021-06-25,2021-06-25,"All Calls","Unit Assigned",NA,NA,2021
"210625SA01360",2021-06-25,NA,"All Calls",NA,NA,NA,2021
"210625SA01366",2021-06-25,NA,"All Calls",NA,NA,NA,2021
"210625SA01405",2021-06-25,NA,"All Calls",NA,NA,NA,2021
"210625SA01409",2021-06-25,NA,"All Calls",NA,NA,NA,2021
"210625SA01424",2021-06-25,2021-06-25,"All Calls","Unit Assigned",NA,NA,2021
"210625SA01431",2021-06-25,NA,"All Calls",NA,NA,NA,2021
"210625SA01446",2021-06-25,NA,"All Calls",NA,NA,NA,2021
"210625SA01450",2021-06-25,NA,"All Calls",NA,NA,NA,2021
"210625SA01474",2021-06-25,NA,"All Calls",NA,NA,NA,2021
"210625SA01528",2021-06-25,NA,"All Calls",NA,NA,NA,2021
"210625SA01547",2021-06-25,NA,"All Calls",NA,NA,NA,2021
"210625SA01555",2021-06-25,NA,"All Calls",NA,NA,NA,2021
"210625SA01558",2021-06-25,NA,"All Calls",NA,NA,NA,2021
"210625SA01570",2021-06-25,2021-06-25,"All Calls","Unit Assigned",NA,NA,2021
"210625SA01583",2021-06-25,NA,"All Calls",NA,NA,NA,2021
"210626SA00018",2021-06-26,NA,"All Calls",NA,NA,NA,2021
"210626SA00026",2021-06-26,NA,"All Calls",NA,NA,NA,2021
"210626SA00031",2021-06-26,NA,"All Calls",NA,NA,NA,2021
"210626SA00046",2021-06-26,NA,"All Calls",NA,NA,NA,2021
"210626SA00057",2021-06-26,NA,"All Calls",NA,NA,NA,2021
"210626SA00074",2021-06-26,NA,"All Calls",NA,NA,NA,2021
"210626SA00079",2021-06-26,NA,"All Calls",NA,NA,NA,2021
"210626SA00118",2021-06-26,NA,"All Calls",NA,NA,NA,2021
"210626SA00134",2021-06-26,2021-06-26,"All Calls","Unit Assigned",NA,NA,2021
"210626SA00139",2021-06-26,NA,"All Calls",NA,NA,NA,2021
"210626SA00183",2021-06-26,NA,"All Calls",NA,NA,NA,2021
"210626SA00189",2021-06-26,NA,"All Calls",NA,NA,NA,2021
"210626SA00437",2021-06-26,NA,"All Calls",NA,NA,NA,2021
"210626SA00471",2021-06-26,NA,"All Calls",NA,NA,NA,2021
"210626SA00506",2021-06-26,NA,"All Calls",NA,NA,NA,2021
"210626SA00509",2021-06-26,NA,"All Calls",NA,NA,NA,2021
"210626SA00538",2021-06-26,NA,"All Calls",NA,NA,NA,2021
"210626SA00603",2021-06-26,NA,"All Calls",NA,NA,NA,2021
"210626SA00743",2021-06-26,2021-06-26,"All Calls","Unit Assigned",NA,NA,2021
"210626SA00780",2021-06-26,NA,"All Calls",NA,NA,NA,2021
"210626SA00807",2021-06-26,NA,"All Calls",NA,NA,NA,2021
"210626SA00821",2021-06-26,NA,"All Calls",NA,NA,NA,2021
"210626SA00844",2021-06-26,NA,"All Calls",NA,NA,NA,2021
"210626SA00851",2021-06-26,NA,"All Calls",NA,NA,NA,2021
"210626SA00850",2021-06-26,NA,"All Calls",NA,NA,NA,2021
"210626SA00870",2021-06-26,NA,"All Calls",NA,NA,NA,2021
"210626SA00927",2021-06-26,NA,"All Calls",NA,NA,NA,2021
"210626SA00970",2021-06-26,NA,"All Calls",NA,NA,NA,2021
"210626SA00996",2021-06-26,NA,"All Calls",NA,NA,NA,2021
"210626SA01003",2021-06-26,NA,"All Calls",NA,NA,NA,2021
"210626SA01025",2021-06-26,NA,"All Calls",NA,NA,NA,2021
"210626SA01027",2021-06-26,NA,"All Calls",NA,NA,NA,2021
"210626SA01028",2021-06-26,NA,"All Calls",NA,NA,NA,2021
"210626SA01046",2021-06-26,NA,"All Calls",NA,NA,NA,2021
"210626SA01061",2021-06-26,NA,"All Calls",NA,NA,NA,2021
"210626SA01106",2021-06-26,NA,"All Calls",NA,NA,NA,2021
"210626SA01116",2021-06-26,2021-06-26,"All Calls","Unit Assigned",NA,NA,2021
"210626SA01227",2021-06-26,NA,"All Calls",NA,NA,NA,2021
"210626SA01230",2021-06-26,NA,"All Calls",NA,NA,NA,2021
"210626SA01248",2021-06-26,NA,"All Calls",NA,NA,NA,2021
"210626SA01253",2021-06-26,NA,"All Calls",NA,NA,NA,2021
"210626SA01326",2021-06-26,NA,"All Calls",NA,NA,NA,2021
"210626SA01335",2021-06-26,NA,"All Calls",NA,NA,NA,2021
"210626SA01382",2021-06-26,NA,"All Calls",NA,NA,NA,2021
"210626SA01394",2021-06-26,NA,"All Calls",NA,NA,NA,2021
"210626SA01403",2021-06-26,NA,"All Calls",NA,NA,NA,2021
"210626SA01417",2021-06-26,NA,"All Calls",NA,NA,NA,2021
"210626SA01426",2021-06-26,NA,"All Calls",NA,NA,NA,2021
"210626SA01459",2021-06-26,NA,"All Calls",NA,NA,NA,2021
"210626SA01463",2021-06-26,NA,"All Calls",NA,NA,NA,2021
"210626SA01475",2021-06-26,NA,"All Calls",NA,NA,NA,2021
"210626SA01502",2021-06-26,NA,"All Calls",NA,NA,NA,2021
"210626SA01567",2021-06-26,NA,"All Calls",NA,NA,NA,2021
"210626SA01572",2021-06-26,NA,"All Calls",NA,NA,NA,2021
"210627SA00039",2021-06-27,NA,"All Calls",NA,NA,NA,2021
"210627SA00053",2021-06-27,NA,"All Calls",NA,NA,NA,2021
"210627SA00112",2021-06-27,NA,"All Calls",NA,NA,NA,2021
"210627SA00145",2021-06-27,NA,"All Calls",NA,NA,NA,2021
"210627SA00166",2021-06-27,NA,"All Calls",NA,NA,NA,2021
"210627SA00169",2021-06-27,NA,"All Calls",NA,NA,NA,2021
"210627SA00230",2021-06-27,NA,"All Calls",NA,NA,NA,2021
"210627SA00233",2021-06-27,NA,"All Calls",NA,NA,NA,2021
"210627SA00368",2021-06-27,NA,"All Calls",NA,NA,NA,2021
"210627SA00394",2021-06-27,NA,"All Calls",NA,NA,NA,2021
"210627SA00398",2021-06-27,NA,"All Calls",NA,NA,NA,2021
"210627SA00512",2021-06-27,NA,"All Calls",NA,NA,NA,2021
"210627SA00635",2021-06-27,NA,"All Calls",NA,NA,NA,2021
"210627SA00646",2021-06-27,NA,"All Calls",NA,NA,NA,2021
"210627SA00765",2021-06-27,NA,"All Calls",NA,NA,NA,2021
"210627SA00773",2021-06-27,2021-06-27,"All Calls","Unit Assigned",NA,NA,2021
"210627SA00781",2021-06-27,NA,"All Calls",NA,NA,NA,2021
"210627SA00795",2021-06-27,NA,"All Calls",NA,NA,NA,2021
