"Master_Incident_Number2","Date","Time_First_Unit_Assigned","All_Calls","Unit_Assigned","Stop","Arrest","year"
"210605SA00141",2021-06-05,NA,"All Calls",NA,NA,NA,2021
"210605SA00172",2021-06-05,2021-06-05,"All Calls","Unit Assigned",NA,NA,2021
"210605SA00226",2021-06-05,NA,"All Calls",NA,NA,NA,2021
"210605SA00253",2021-06-05,NA,"All Calls",NA,NA,NA,2021
"210605SA00255",2021-06-05,NA,"All Calls",NA,NA,NA,2021
"210605SA00427",2021-06-05,NA,"All Calls",NA,NA,NA,2021
"210605SA00694",2021-06-05,NA,"All Calls",NA,NA,NA,2021
"210605SA00719",2021-06-05,NA,"All Calls",NA,NA,NA,2021
"210605SA00725",2021-06-05,NA,"All Calls",NA,NA,NA,2021
"210605SA00805",2021-06-05,2021-06-05,"All Calls","Unit Assigned",NA,NA,2021
"210605SA01013",2021-06-05,NA,"All Calls",NA,NA,NA,2021
"210605SA01087",2021-06-05,NA,"All Calls",NA,NA,NA,2021
"210605SA01099",2021-06-05,NA,"All Calls",NA,NA,NA,2021
"210605SA01183",2021-06-05,NA,"All Calls",NA,NA,NA,2021
"210605SA01212",2021-06-05,NA,"All Calls",NA,NA,NA,2021
"210605SA01277",2021-06-05,NA,"All Calls",NA,NA,NA,2021
"210605SA01335",2021-06-05,NA,"All Calls",NA,NA,NA,2021
"210605SA01342",2021-06-05,NA,"All Calls",NA,NA,NA,2021
"210605SA01344",2021-06-05,2021-06-05,"All Calls","Unit Assigned",NA,NA,2021
"210605SA01414",2021-06-05,NA,"All Calls",NA,NA,NA,2021
"210605SA01444",2021-06-05,NA,"All Calls",NA,NA,NA,2021
"210605SA01449",2021-06-05,NA,"All Calls",NA,NA,NA,2021
"210605SA01459",2021-06-05,NA,"All Calls",NA,NA,NA,2021
"210605SA01473",2021-06-05,NA,"All Calls",NA,NA,NA,2021
"210605SA01471",2021-06-05,NA,"All Calls",NA,NA,NA,2021
"210605SA01485",2021-06-05,NA,"All Calls",NA,NA,NA,2021
"210605TK00136",2021-06-05,NA,"All Calls",NA,NA,NA,2021
"210606SA00019",2021-06-06,NA,"All Calls",NA,NA,NA,2021
"210606SA00028",2021-06-06,NA,"All Calls",NA,NA,NA,2021
"210606SA00050",2021-06-06,2021-06-06,"All Calls","Unit Assigned",NA,NA,2021
"210606SA00084",2021-06-06,NA,"All Calls",NA,NA,NA,2021
"210606SA00091",2021-06-06,NA,"All Calls",NA,NA,NA,2021
"210606SA00097",2021-06-06,NA,"All Calls",NA,NA,NA,2021
"210606SA00100",2021-06-06,NA,"All Calls",NA,NA,NA,2021
"210606SA00116",2021-06-06,2021-06-06,"All Calls","Unit Assigned",NA,NA,2021
"210606SA00123",2021-06-06,NA,"All Calls",NA,NA,NA,2021
"210606SA00128",2021-06-06,NA,"All Calls",NA,NA,NA,2021
"210606SA00151",2021-06-06,NA,"All Calls",NA,NA,NA,2021
"210606SA00205",2021-06-06,NA,"All Calls",NA,NA,NA,2021
"210606SA00215",2021-06-06,NA,"All Calls",NA,NA,NA,2021
"210606SA00233",2021-06-06,NA,"All Calls",NA,NA,NA,2021
"210606SA00345",2021-06-06,NA,"All Calls",NA,NA,NA,2021
"210606SA00569",2021-06-06,NA,"All Calls",NA,NA,NA,2021
"210606SA00611",2021-06-06,NA,"All Calls",NA,NA,NA,2021
"210606SA00668",2021-06-06,NA,"All Calls",NA,NA,NA,2021
"210606SA00730",2021-06-06,NA,"All Calls",NA,NA,NA,2021
"210606SA00750",2021-06-06,NA,"All Calls",NA,NA,NA,2021
"210606SA00779",2021-06-06,NA,"All Calls",NA,NA,NA,2021
"210606SA00837",2021-06-06,NA,"All Calls",NA,NA,NA,2021
"210606SA00884",2021-06-06,NA,"All Calls",NA,NA,NA,2021
"210606SA00956",2021-06-06,NA,"All Calls",NA,NA,NA,2021
"210606SA01062",2021-06-06,NA,"All Calls",NA,NA,NA,2021
"210606SA01095",2021-06-06,NA,"All Calls",NA,NA,NA,2021
"210606SA01101",2021-06-06,NA,"All Calls",NA,NA,NA,2021
"210606SA01124",2021-06-06,NA,"All Calls",NA,NA,NA,2021
"210606SA01173",2021-06-06,NA,"All Calls",NA,NA,NA,2021
"210606SA01187",2021-06-06,NA,"All Calls",NA,NA,NA,2021
"210606SA01210",2021-06-06,NA,"All Calls",NA,NA,NA,2021
"210606SA01325",2021-06-06,NA,"All Calls",NA,NA,NA,2021
"210606SA01383",2021-06-06,NA,"All Calls",NA,NA,NA,2021
"210606SA01391",2021-06-06,NA,"All Calls",NA,NA,NA,2021
"210606SA01393",2021-06-06,NA,"All Calls",NA,NA,NA,2021
"210606SA01425",2021-06-06,NA,"All Calls",NA,NA,NA,2021
"210606SA01462",2021-06-06,NA,"All Calls",NA,NA,NA,2021
"210606SA01472",2021-06-06,NA,"All Calls",NA,NA,NA,2021
"210606SA01476",2021-06-06,NA,"All Calls",NA,NA,NA,2021
"210607SA00020",2021-06-07,NA,"All Calls",NA,NA,NA,2021
"210607SA00026",2021-06-07,NA,"All Calls",NA,NA,NA,2021
"210607SA00027",2021-06-07,NA,"All Calls",NA,NA,NA,2021
"210607SA00146",2021-06-07,NA,"All Calls",NA,NA,NA,2021
"210607SA00303",2021-06-07,NA,"All Calls",NA,NA,NA,2021
"210607SA00500",2021-06-07,NA,"All Calls",NA,NA,NA,2021
"210607SA00602",2021-06-07,NA,"All Calls",NA,NA,NA,2021
"210607SA00907",2021-06-07,NA,"All Calls",NA,NA,NA,2021
"210607SA00944",2021-06-07,NA,"All Calls",NA,NA,NA,2021
"210607SA00992",2021-06-07,NA,"All Calls",NA,NA,NA,2021
"210607SA01002",2021-06-07,NA,"All Calls",NA,NA,NA,2021
"210607SA01133",2021-06-07,NA,"All Calls",NA,NA,NA,2021
"210607SA01136",2021-06-07,NA,"All Calls",NA,NA,NA,2021
"210607SA01183",2021-06-07,NA,"All Calls",NA,NA,NA,2021
"210607SA01263",2021-06-07,NA,"All Calls",NA,NA,NA,2021
"210607SA01287",2021-06-07,NA,"All Calls",NA,NA,NA,2021
"210607SA01280",2021-06-07,2021-06-07,"All Calls","Unit Assigned","Stop","Arrest",2021
"210607SA01286",2021-06-07,NA,"All Calls",NA,NA,NA,2021
"210607SA01297",2021-06-07,NA,"All Calls",NA,NA,NA,2021
"210607SA01309",2021-06-07,2021-06-07,"All Calls","Unit Assigned","Stop",NA,2021
"210607SA01311",2021-06-07,NA,"All Calls",NA,NA,NA,2021
"210607SA01318",2021-06-07,2021-06-07,"All Calls","Unit Assigned",NA,NA,2021
"210607SA01320",2021-06-07,NA,"All Calls",NA,NA,NA,2021
"210607SA01384",2021-06-07,NA,"All Calls",NA,NA,NA,2021
"210607SA01394",2021-06-07,NA,"All Calls",NA,NA,NA,2021
"210607SA01401",2021-06-07,NA,"All Calls",NA,NA,NA,2021
"210607SA01411",2021-06-07,2021-06-07,"All Calls","Unit Assigned",NA,NA,2021
"210607SA01412",2021-06-07,NA,"All Calls",NA,NA,NA,2021
"210607SA01421",2021-06-07,NA,"All Calls",NA,NA,NA,2021
"210607SA01434",2021-06-07,NA,"All Calls",NA,NA,NA,2021
"210607SA01453",2021-06-07,NA,"All Calls",NA,NA,NA,2021
"210607SA01462",2021-06-07,NA,"All Calls",NA,NA,NA,2021
"210607SA01472",2021-06-07,NA,"All Calls",NA,NA,NA,2021
"210608SA00048",2021-06-08,2021-06-08,"All Calls","Unit Assigned","Stop",NA,2021
"210608SA00093",2021-06-08,NA,"All Calls",NA,NA,NA,2021
"210608SA00095",2021-06-08,NA,"All Calls",NA,NA,NA,2021
"210608SA00252",2021-06-08,NA,"All Calls",NA,NA,NA,2021
"210608SA00454",2021-06-08,NA,"All Calls",NA,NA,NA,2021
"210608SA00452",2021-06-08,NA,"All Calls",NA,NA,NA,2021
"210608SA00467",2021-06-08,NA,"All Calls",NA,NA,NA,2021
"210608SA00481",2021-06-08,NA,"All Calls",NA,NA,NA,2021
"210608SA00495",2021-06-08,NA,"All Calls",NA,NA,NA,2021
"210608SA00575",2021-06-08,NA,"All Calls",NA,NA,NA,2021
"210608SA00710",2021-06-08,NA,"All Calls",NA,NA,NA,2021
"210608SA00839",2021-06-08,NA,"All Calls",NA,NA,NA,2021
"210608SA00852",2021-06-08,NA,"All Calls",NA,NA,NA,2021
"210608SA00887",2021-06-08,NA,"All Calls",NA,NA,NA,2021
"210608SA00951",2021-06-08,NA,"All Calls",NA,NA,NA,2021
"210608SA01055",2021-06-08,NA,"All Calls",NA,NA,NA,2021
"210608SA01066",2021-06-08,NA,"All Calls",NA,NA,NA,2021
"210608SA01127",2021-06-08,NA,"All Calls",NA,NA,NA,2021
"210608SA01131",2021-06-08,NA,"All Calls",NA,NA,NA,2021
"210608SA01134",2021-06-08,NA,"All Calls",NA,NA,NA,2021
"210608SA01147",2021-06-08,NA,"All Calls",NA,NA,NA,2021
"210609SA00011",2021-06-09,NA,"All Calls",NA,NA,NA,2021
"210609SA00176",2021-06-09,NA,"All Calls",NA,NA,NA,2021
"210609SA00202",2021-06-09,NA,"All Calls",NA,NA,NA,2021
"210609SA00235",2021-06-09,NA,"All Calls",NA,NA,NA,2021
"210609SA00281",2021-06-09,NA,"All Calls",NA,NA,NA,2021
"210609SA00343",2021-06-09,NA,"All Calls",NA,NA,NA,2021
"210609SA00373",2021-06-09,2021-06-09,"All Calls","Unit Assigned",NA,NA,2021
"210609SA00594",2021-06-09,NA,"All Calls",NA,NA,NA,2021
"210609SA00726",2021-06-09,NA,"All Calls",NA,NA,NA,2021
"210609SA00799",2021-06-09,NA,"All Calls",NA,NA,NA,2021
"210609SA00858",2021-06-09,NA,"All Calls",NA,NA,NA,2021
"210609SA00894",2021-06-09,NA,"All Calls",NA,NA,NA,2021
"210609SA00942",2021-06-09,NA,"All Calls",NA,NA,NA,2021
"210609SA01068",2021-06-09,NA,"All Calls",NA,NA,NA,2021
"210609SA01097",2021-06-09,NA,"All Calls",NA,NA,NA,2021
"210609SA01216",2021-06-09,NA,"All Calls",NA,NA,NA,2021
"210609SA01256",2021-06-09,NA,"All Calls",NA,NA,NA,2021
"210609SA01288",2021-06-09,NA,"All Calls",NA,NA,NA,2021
"210610SA00005",2021-06-10,NA,"All Calls",NA,NA,NA,2021
"210610SA00038",2021-06-10,NA,"All Calls",NA,NA,NA,2021
"210610SA00040",2021-06-10,NA,"All Calls",NA,NA,NA,2021
"210610SA00047",2021-06-10,NA,"All Calls",NA,NA,NA,2021
"210610SA00088",2021-06-10,NA,"All Calls",NA,NA,NA,2021
"210610SA00121",2021-06-10,NA,"All Calls",NA,NA,NA,2021
"210610SA00375",2021-06-10,NA,"All Calls",NA,NA,NA,2021
"210610SA00457",2021-06-10,NA,"All Calls",NA,NA,NA,2021
"210610SA00572",2021-06-10,NA,"All Calls",NA,NA,NA,2021
"210610SA00893",2021-06-10,NA,"All Calls",NA,NA,NA,2021
"210610SA00894",2021-06-10,2021-06-10,"All Calls","Unit Assigned","Stop",NA,2021
"210610SA00915",2021-06-10,NA,"All Calls",NA,NA,NA,2021
"210610SA01030",2021-06-10,NA,"All Calls",NA,NA,NA,2021
"210610SA01065",2021-06-10,NA,"All Calls",NA,NA,NA,2021
"210610SA01198",2021-06-10,NA,"All Calls",NA,NA,NA,2021
"210610SA01207",2021-06-10,NA,"All Calls",NA,NA,NA,2021
"210610SA01223",2021-06-10,NA,"All Calls",NA,NA,NA,2021
"210610SA01248",2021-06-10,2021-06-10,"All Calls","Unit Assigned",NA,NA,2021
"210610SA01270",2021-06-10,NA,"All Calls",NA,NA,NA,2021
"210610SA01278",2021-06-10,NA,"All Calls",NA,NA,NA,2021
"210610SA01290",2021-06-10,NA,"All Calls",NA,NA,NA,2021
"210610SA01372",2021-06-10,NA,"All Calls",NA,NA,NA,2021
"210610SA01393",2021-06-10,NA,"All Calls",NA,NA,NA,2021
"210610SA01405",2021-06-10,NA,"All Calls",NA,NA,NA,2021
"210610SA01426",2021-06-10,NA,"All Calls",NA,NA,NA,2021
"210610SA01427",2021-06-10,NA,"All Calls",NA,NA,NA,2021
"210610SA01444",2021-06-10,NA,"All Calls",NA,NA,NA,2021
"210610SA01455",2021-06-10,NA,"All Calls",NA,NA,NA,2021
"210611SA00019",2021-06-11,NA,"All Calls",NA,NA,NA,2021
"210611SA00035",2021-06-11,NA,"All Calls",NA,NA,NA,2021
"210611SA00067",2021-06-11,NA,"All Calls",NA,NA,NA,2021
"210611SA00077",2021-06-11,NA,"All Calls",NA,NA,NA,2021
"210611SA00236",2021-06-11,NA,"All Calls",NA,NA,NA,2021
"210611SA00492",2021-06-11,NA,"All Calls",NA,NA,NA,2021
"210611SA00702",2021-06-11,NA,"All Calls",NA,NA,NA,2021
"210611SA00757",2021-06-11,NA,"All Calls",NA,NA,NA,2021
"210611SA00819",2021-06-11,NA,"All Calls",NA,NA,NA,2021
"210611SA00826",2021-06-11,NA,"All Calls",NA,NA,NA,2021
"210611SA00833",2021-06-11,NA,"All Calls",NA,NA,NA,2021
"210611SA00855",2021-06-11,2021-06-11,"All Calls","Unit Assigned","Stop","Arrest",2021
"210611SA00906",2021-06-11,NA,"All Calls",NA,NA,NA,2021
"210611SA00971",2021-06-11,NA,"All Calls",NA,NA,NA,2021
"210611SA00984",2021-06-11,NA,"All Calls",NA,NA,NA,2021
"210611SA01063",2021-06-11,NA,"All Calls",NA,NA,NA,2021
"210611SA01091",2021-06-11,NA,"All Calls",NA,NA,NA,2021
"210611SA01165",2021-06-11,NA,"All Calls",NA,NA,NA,2021
"210611SA01174",2021-06-11,NA,"All Calls",NA,NA,NA,2021
"210611SA01243",2021-06-11,NA,"All Calls",NA,NA,NA,2021
"210611SA01264",2021-06-11,NA,"All Calls",NA,NA,NA,2021
"210611SA01275",2021-06-11,NA,"All Calls",NA,NA,NA,2021
"210611SA01286",2021-06-11,NA,"All Calls",NA,NA,NA,2021
"210611SA01288",2021-06-11,NA,"All Calls",NA,NA,NA,2021
"210611SA01326",2021-06-11,2021-06-11,"All Calls","Unit Assigned",NA,NA,2021
"210611SA01338",2021-06-11,NA,"All Calls",NA,NA,NA,2021
"210611SA01423",2021-06-11,NA,"All Calls",NA,NA,NA,2021
"210611SA01430",2021-06-11,NA,"All Calls",NA,NA,NA,2021
"210611SA01451",2021-06-11,NA,"All Calls",NA,NA,NA,2021
"210611SA01476",2021-06-11,NA,"All Calls",NA,NA,NA,2021
"210611SA01477",2021-06-11,NA,"All Calls",NA,NA,NA,2021
"210611SA01501",2021-06-11,NA,"All Calls",NA,NA,NA,2021
"210611SA01509",2021-06-11,NA,"All Calls",NA,NA,NA,2021
"210611SA01514",2021-06-11,2021-06-11,"All Calls","Unit Assigned","Stop",NA,2021
"210611SA01526",2021-06-11,2021-06-11,"All Calls","Unit Assigned","Stop",NA,2021
"210612SA00025",2021-06-12,NA,"All Calls",NA,NA,NA,2021
"210612SA00035",2021-06-12,NA,"All Calls",NA,NA,NA,2021
"210612SA00044",2021-06-12,NA,"All Calls",NA,NA,NA,2021
"210612SA00056",2021-06-12,NA,"All Calls",NA,NA,NA,2021
"210612SA00080",2021-06-12,2021-06-12,"All Calls","Unit Assigned",NA,NA,2021
"210612SA00085",2021-06-12,NA,"All Calls",NA,NA,NA,2021
"210612SA00122",2021-06-12,NA,"All Calls",NA,NA,NA,2021
"210612SA00223",2021-06-12,NA,"All Calls",NA,NA,NA,2021
"210612SA00238",2021-06-12,NA,"All Calls",NA,NA,NA,2021
"210612SA00254",2021-06-12,NA,"All Calls",NA,NA,NA,2021
"210612SA00283",2021-06-12,NA,"All Calls",NA,NA,NA,2021
"210612SA00467",2021-06-12,NA,"All Calls",NA,NA,NA,2021
"210612SA00594",2021-06-12,2021-06-12,"All Calls","Unit Assigned",NA,NA,2021
"210612SA00614",2021-06-12,NA,"All Calls",NA,NA,NA,2021
"210612SA00612",2021-06-12,NA,"All Calls",NA,NA,NA,2021
"210612SA00628",2021-06-12,NA,"All Calls",NA,NA,NA,2021
"210612SA00643",2021-06-12,NA,"All Calls",NA,NA,NA,2021
"210612SA00645",2021-06-12,NA,"All Calls",NA,NA,NA,2021
"210612SA00720",2021-06-12,NA,"All Calls",NA,NA,NA,2021
"210612SA00726",2021-06-12,NA,"All Calls",NA,NA,NA,2021
"210612SA00731",2021-06-12,NA,"All Calls",NA,NA,NA,2021
"210612SA00739",2021-06-12,NA,"All Calls",NA,NA,NA,2021
"210612SA00746",2021-06-12,NA,"All Calls",NA,NA,NA,2021
"210612SA00943",2021-06-12,2021-06-12,"All Calls","Unit Assigned",NA,NA,2021
"210612SA00994",2021-06-12,NA,"All Calls",NA,NA,NA,2021
"210612SA01049",2021-06-12,NA,"All Calls",NA,NA,NA,2021
"210612SA01056",2021-06-12,NA,"All Calls",NA,NA,NA,2021
"210612SA01055",2021-06-12,NA,"All Calls",NA,NA,NA,2021
"210612SA01082",2021-06-12,NA,"All Calls",NA,NA,NA,2021
"210612SA01144",2021-06-12,NA,"All Calls",NA,NA,NA,2021
"210612SA01179",2021-06-12,NA,"All Calls",NA,NA,NA,2021
"210612SA01206",2021-06-12,NA,"All Calls",NA,NA,NA,2021
"210612SA01329",2021-06-12,NA,"All Calls",NA,NA,NA,2021
"210612SA01397",2021-06-12,NA,"All Calls",NA,NA,NA,2021
"210612SA01406",2021-06-12,NA,"All Calls",NA,NA,NA,2021
"210612SA01416",2021-06-12,NA,"All Calls",NA,NA,NA,2021
"210612SA01498",2021-06-12,NA,"All Calls",NA,NA,NA,2021
"210612SA01519",2021-06-12,NA,"All Calls",NA,NA,NA,2021
"210612SA01549",2021-06-12,NA,"All Calls",NA,NA,NA,2021
"210612SA01565",2021-06-12,NA,"All Calls",NA,NA,NA,2021
"210612SA01574",2021-06-12,NA,"All Calls",NA,NA,NA,2021
"210612SA01594",2021-06-12,NA,"All Calls",NA,NA,NA,2021
"210613SA00086",2021-06-13,NA,"All Calls",NA,NA,NA,2021
"210613SA00092",2021-06-13,NA,"All Calls",NA,NA,NA,2021
"210613SA00120",2021-06-13,NA,"All Calls",NA,NA,NA,2021
"210613SA00128",2021-06-13,NA,"All Calls",NA,NA,NA,2021
"210613SA00146",2021-06-13,NA,"All Calls",NA,NA,NA,2021
"210613SA00166",2021-06-13,NA,"All Calls",NA,NA,NA,2021
"210613SA00194",2021-06-13,NA,"All Calls",NA,NA,NA,2021
"210613SA00400",2021-06-13,2021-06-13,"All Calls","Unit Assigned",NA,NA,2021
"210613SA00420",2021-06-13,NA,"All Calls",NA,NA,NA,2021
"210613SA00431",2021-06-13,NA,"All Calls",NA,NA,NA,2021
"210613SA00528",2021-06-13,NA,"All Calls",NA,NA,NA,2021
"210613SA00730",2021-06-13,NA,"All Calls",NA,NA,NA,2021
"210613SA00778",2021-06-13,NA,"All Calls",NA,NA,NA,2021
"210613SA00839",2021-06-13,NA,"All Calls",NA,NA,NA,2021
"210613SA00850",2021-06-13,NA,"All Calls",NA,NA,NA,2021
"210613SA00871",2021-06-13,NA,"All Calls",NA,NA,NA,2021
"210613SA00889",2021-06-13,NA,"All Calls",NA,NA,NA,2021
"210613SA00950",2021-06-13,2021-06-13,"All Calls","Unit Assigned",NA,NA,2021
"210613SA00953",2021-06-13,NA,"All Calls",NA,NA,NA,2021
"210613SA01037",2021-06-13,NA,"All Calls",NA,NA,NA,2021
"210613SA01077",2021-06-13,NA,"All Calls",NA,NA,NA,2021
"210613SA01094",2021-06-13,NA,"All Calls",NA,NA,NA,2021
"210613SA01095",2021-06-13,NA,"All Calls",NA,NA,NA,2021
"210613SA01117",2021-06-13,NA,"All Calls",NA,NA,NA,2021
"210613SA01134",2021-06-13,NA,"All Calls",NA,NA,NA,2021
"210613SA01178",2021-06-13,NA,"All Calls",NA,NA,NA,2021
"210613SA01228",2021-06-13,NA,"All Calls",NA,NA,NA,2021
"210613SA01282",2021-06-13,NA,"All Calls",NA,NA,NA,2021
"210613SA01279",2021-06-13,2021-06-13,"All Calls","Unit Assigned",NA,NA,2021
"210613SA01330",2021-06-13,NA,"All Calls",NA,NA,NA,2021
"210613SA01338",2021-06-13,NA,"All Calls",NA,NA,NA,2021
"210613SA01346",2021-06-13,NA,"All Calls",NA,NA,NA,2021
"210613SA01349",2021-06-13,NA,"All Calls",NA,NA,NA,2021
"210613SA01353",2021-06-13,NA,"All Calls",NA,NA,NA,2021
"210613SA01386",2021-06-13,NA,"All Calls",NA,NA,NA,2021
"210613SA01395",2021-06-13,2021-06-13,"All Calls","Unit Assigned",NA,NA,2021
"210613SA01430",2021-06-13,NA,"All Calls",NA,NA,NA,2021
"210613SA01448",2021-06-13,NA,"All Calls",NA,NA,NA,2021
"210613SA01462",2021-06-13,NA,"All Calls",NA,NA,NA,2021
"210613SA01477",2021-06-13,NA,"All Calls",NA,NA,NA,2021
"210613SA01481",2021-06-13,NA,"All Calls",NA,NA,NA,2021
"210613SA01480",2021-06-13,NA,"All Calls",NA,NA,NA,2021
"210613SA01498",2021-06-13,NA,"All Calls",NA,NA,NA,2021
"210613SA01499",2021-06-13,NA,"All Calls",NA,NA,NA,2021
"210614SA00026",2021-06-14,NA,"All Calls",NA,NA,NA,2021
"210614SA00045",2021-06-14,NA,"All Calls",NA,NA,NA,2021
"210614SA00056",2021-06-14,NA,"All Calls",NA,NA,NA,2021
"210614SA00068",2021-06-14,NA,"All Calls",NA,NA,NA,2021
"210614SA00101",2021-06-14,NA,"All Calls",NA,NA,NA,2021
"210614SA00103",2021-06-14,NA,"All Calls",NA,NA,NA,2021
"210614SA00116",2021-06-14,NA,"All Calls",NA,NA,NA,2021
"210614SA00129",2021-06-14,NA,"All Calls",NA,NA,NA,2021
"210614SA00140",2021-06-14,NA,"All Calls",NA,NA,NA,2021
"210614SA00421",2021-06-14,NA,"All Calls",NA,NA,NA,2021
"210614SA00435",2021-06-14,NA,"All Calls",NA,NA,NA,2021
"210614SA00528",2021-06-14,NA,"All Calls",NA,NA,NA,2021
"210614SA00599",2021-06-14,2021-06-14,"All Calls","Unit Assigned","Stop",NA,2021
"210614SA00686",2021-06-14,2021-06-14,"All Calls","Unit Assigned",NA,NA,2021
"210614SA00741",2021-06-14,NA,"All Calls",NA,NA,NA,2021
"210614SA00903",2021-06-14,NA,"All Calls",NA,NA,NA,2021
"210614SA00937",2021-06-14,NA,"All Calls",NA,NA,NA,2021
"210614SA00983",2021-06-14,NA,"All Calls",NA,NA,NA,2021
"210614SA00997",2021-06-14,2021-06-14,"All Calls","Unit Assigned",NA,NA,2021
"210614SA01014",2021-06-14,NA,"All Calls",NA,NA,NA,2021
"210614SA01054",2021-06-14,NA,"All Calls",NA,NA,NA,2021
"210614SA01094",2021-06-14,NA,"All Calls",NA,NA,NA,2021
"210614SA01156",2021-06-14,NA,"All Calls",NA,NA,NA,2021
"210614SA01158",2021-06-14,NA,"All Calls",NA,NA,NA,2021
"210614SA01184",2021-06-14,NA,"All Calls",NA,NA,NA,2021
"210614SA01187",2021-06-14,NA,"All Calls",NA,NA,NA,2021
"210614SA01229",2021-06-14,NA,"All Calls",NA,NA,NA,2021
"210614SA01235",2021-06-14,NA,"All Calls",NA,NA,NA,2021
"210614SA01256",2021-06-14,NA,"All Calls",NA,NA,NA,2021
"210614SA01258",2021-06-14,NA,"All Calls",NA,NA,NA,2021
"210614SA01293",2021-06-14,NA,"All Calls",NA,NA,NA,2021
"210614SA01318",2021-06-14,2021-06-14,"All Calls","Unit Assigned","Stop",NA,2021
"210614SA01365",2021-06-14,NA,"All Calls",NA,NA,NA,2021
"210615SA00024",2021-06-15,NA,"All Calls",NA,NA,NA,2021
"210615SA00115",2021-06-15,NA,"All Calls",NA,NA,NA,2021
"210615SA00128",2021-06-15,NA,"All Calls",NA,NA,NA,2021
"210615SA00183",2021-06-15,NA,"All Calls",NA,NA,NA,2021
"210615SA00400",2021-06-15,NA,"All Calls",NA,NA,NA,2021
"210615SA00462",2021-06-15,NA,"All Calls",NA,NA,NA,2021
"210615SA00589",2021-06-15,NA,"All Calls",NA,NA,NA,2021
"210615SA00632",2021-06-15,2021-06-15,"All Calls","Unit Assigned","Stop","Arrest",2021
"210615SA00714",2021-06-15,NA,"All Calls",NA,NA,NA,2021
"210615SA00869",2021-06-15,NA,"All Calls",NA,NA,NA,2021
"210615SA00879",2021-06-15,NA,"All Calls",NA,NA,NA,2021
"210615SA00899",2021-06-15,NA,"All Calls",NA,NA,NA,2021
"210615SA01029",2021-06-15,NA,"All Calls",NA,NA,NA,2021
"210615SA01048",2021-06-15,NA,"All Calls",NA,NA,NA,2021
"210615SA01061",2021-06-15,NA,"All Calls",NA,NA,NA,2021
"210615SA01107",2021-06-15,NA,"All Calls",NA,NA,NA,2021
"210615SA01118",2021-06-15,NA,"All Calls",NA,NA,NA,2021
"210615SA01144",2021-06-15,NA,"All Calls",NA,NA,NA,2021
"210615SA01151",2021-06-15,NA,"All Calls",NA,NA,NA,2021
"210615SA01159",2021-06-15,NA,"All Calls",NA,NA,NA,2021
"210615SA01161",2021-06-15,NA,"All Calls",NA,NA,NA,2021
"210615SA01229",2021-06-15,NA,"All Calls",NA,NA,NA,2021
"210615SA01238",2021-06-15,2021-06-15,"All Calls","Unit Assigned","Stop","Arrest",2021
"210615SA01245",2021-06-15,NA,"All Calls",NA,NA,NA,2021
"210615SA01278",2021-06-15,NA,"All Calls",NA,NA,NA,2021
"210615SA01310",2021-06-15,NA,"All Calls",NA,NA,NA,2021
"210615SA01338",2021-06-15,NA,"All Calls",NA,NA,NA,2021
"210615SA01340",2021-06-15,2021-06-15,"All Calls","Unit Assigned",NA,NA,2021
"210615SA01414",2021-06-15,NA,"All Calls",NA,NA,NA,2021
"210616SA00005",2021-06-16,NA,"All Calls",NA,NA,NA,2021
"210616SA00066",2021-06-16,2021-06-16,"All Calls","Unit Assigned",NA,NA,2021
"210616SA00101",2021-06-16,NA,"All Calls",NA,NA,NA,2021
"210616SA00118",2021-06-16,NA,"All Calls",NA,NA,NA,2021
"210616SA00194",2021-06-16,NA,"All Calls",NA,NA,NA,2021
"210616SA00401",2021-06-16,NA,"All Calls",NA,NA,NA,2021
"210616SA00426",2021-06-16,NA,"All Calls",NA,NA,NA,2021
"210616SA00743",2021-06-16,NA,"All Calls",NA,NA,NA,2021
"210616SA00764",2021-06-16,NA,"All Calls",NA,NA,NA,2021
"210616SA00843",2021-06-16,NA,"All Calls",NA,NA,NA,2021
"210616SA00932",2021-06-16,NA,"All Calls",NA,NA,NA,2021
"210616SA01014",2021-06-16,NA,"All Calls",NA,NA,NA,2021
"210616SA01095",2021-06-16,NA,"All Calls",NA,NA,NA,2021
"210616SA01162",2021-06-16,NA,"All Calls",NA,NA,NA,2021
"210616SA01237",2021-06-16,NA,"All Calls",NA,NA,NA,2021
"210616SA01248",2021-06-16,NA,"All Calls",NA,NA,NA,2021
"210616SA01247",2021-06-16,2021-06-16,"All Calls","Unit Assigned",NA,NA,2021
"210616SA01256",2021-06-16,NA,"All Calls",NA,NA,NA,2021
"210616SA01326",2021-06-16,NA,"All Calls",NA,NA,NA,2021
"210616SA01353",2021-06-16,NA,"All Calls",NA,NA,NA,2021
"210616SA01351",2021-06-16,NA,"All Calls",NA,NA,NA,2021
"210616SA01379",2021-06-16,NA,"All Calls",NA,NA,NA,2021
"210616SA01387",2021-06-16,NA,"All Calls",NA,NA,NA,2021
"210616SA01415",2021-06-16,NA,"All Calls",NA,NA,NA,2021
"210616SA01419",2021-06-16,NA,"All Calls",NA,NA,NA,2021
"210616SA01459",2021-06-16,NA,"All Calls",NA,NA,NA,2021
"210617SA00037",2021-06-17,NA,"All Calls",NA,NA,NA,2021
"210617SA00043",2021-06-17,NA,"All Calls",NA,NA,NA,2021
"210617SA00104",2021-06-17,NA,"All Calls",NA,NA,NA,2021
